user_id,total_deposited,deposit_count,avg_deposit,first_deposit_time,last_deposit_time,unique_deposit_assets,total_withdrawn,withdrawal_count,avg_withdrawal,first_withdrawal_time,last_withdrawal_time,unique_withdrawal_assets,total_trade_volume_usd,trade_count,avg_trade_usd,unique_pairs_traded,first_trade_time,last_trade_time,deposit_withdrawal_ratio,withdrawal_deposit_ratio,hours_deposit_to_withdrawal,trade_to_deposit_ratio,total_unique_assets,activity_frequency,is_suspicious,low_volume_trader,kenya_trader,campaign_target
481-1541-1521-1561-156,199.0,1.0,199.0,2025-01-17 18:54:29.581855+00:00,2025-01-17 18:54:29.581855+00:00,1.0,325590.0,1.0,325590.0,2025-01-17 20:26:38.328874+00:00,2025-01-17 20:26:38.328874+00:00,1.0,5.3392,4,1.3348,1,2024-11-27 21:01:25.982449+00:00,2024-11-27 21:12:46.099386+00:00,0.0006111981326207808,1636.1306532663316,1.5357630608333335,40.24522613065327,2.0,6.0,0,True,0,0
481-1541-1521-1981-1101,0.00286241,1.0,0.00286241,2025-01-17 21:30:06.125376+00:00,2025-01-17 21:30:06.125376+00:00,1.0,484100.0,3.0,161366.66666666666,2025-01-17 21:47:29.697484+00:00,2025-03-12 15:08:46.787742+00:00,1.0,49.467553333333335,2,24.733776666666667,1,2024-12-05 04:18:35.827062+00:00,2024-12-05 04:33:47.976630+00:00,5.912848585003099e-09,169123221.341457,0.28988114111111113,25922677.044867784,2.0,6.0,0,True,0,0
481-1541-1521-1981-197,7.0,1.0,7.0,2025-03-12 15:36:02.135577+00:00,2025-03-12 15:36:02.135577+00:00,1.0,0.0,0.0,0.0,0,0,0.0,10.233986666666667,1,10.233986666666667,1,2024-11-28 16:34:06.425610+00:00,2024-11-28 16:34:06.425610+00:00,999.0,0.0,999.0,2192.9971428571425,1.0,2.0,0,False,0,0
481-1551-1521-1561-151,0.01394766,2.0,0.00697383,2025-01-17 18:32:59.425384+00:00,2025-01-17 22:18:07.189427+00:00,1.0,1248987.0,19.0,65736.15789473684,2025-01-17 14:49:29.385440+00:00,2025-01-18 10:20:37.369937+00:00,1.0,5.28076,1,5.28076,1,2025-03-11 18:41:52.357526+00:00,2025-03-11 18:41:52.357526+00:00,1.1167177880954726e-08,89548139.25776796,-3.7250110955555558,567918.9197327724,2.0,22.0,0,False,0,0
481-1551-1521-1561-153,58.59297928,3.0,19.530993093333333,2025-01-17 14:48:53.430208+00:00,2025-03-12 14:26:22.333965+00:00,1.0,98351.0,3.0,32783.666666666664,2025-01-17 15:16:34.443812+00:00,2025-03-12 14:28:34.988813+00:00,1.0,26.27189333333333,2,13.135946666666666,1,2024-11-29 11:34:15.606203+00:00,2024-12-02 11:23:38.147197+00:00,0.0005957537725086679,1678.5458122893388,0.46139266777777777,672.5693160554371,2.0,8.0,0,True,0,0
481-1551-1521-1561-157,0.0058342,2.0,0.0029171,2025-01-18 00:11:45.373380+00:00,2025-03-12 15:20:14.317283+00:00,1.0,924400.0,2.0,462200.0,2025-01-18 00:45:47.439561+00:00,2025-03-12 17:00:18.919015+00:00,1.0,3132.441233333333,1,3132.441233333333,1,2024-12-05 04:30:32.477346+00:00,2024-12-05 04:30:32.477346+00:00,6.3113370835136305e-09,158445031.02396214,0.5672406058333334,805365234.3080455,2.0,5.0,0,False,0,0
481-1551-1521-1971-1100,0.10337007,1.0,0.10337007,2025-01-17 18:35:34.697739+00:00,2025-01-17 18:35:34.697739+00:00,1.0,567300.0,1.0,567300.0,2025-01-17 18:51:22.733429+00:00,2025-01-17 18:51:22.733429+00:00,1.0,122.01099333333332,2,61.00549666666666,2,2024-11-30 06:25:29.328571+00:00,2024-12-06 13:39:59.862554+00:00,1.8221411951348493e-07,5488048.910095544,0.26334324722222224,1770497.882027167,2.0,4.0,0,True,0,0
481-1551-1521-1981-1100,0.0,0.0,0.0,0,0,0.0,14817.0,2.0,7408.5,2025-01-17 19:11:56.520309+00:00,2025-03-12 16:36:12.499668+00:00,1.0,78.6822,2,39.3411,1,2024-11-29 11:45:05.118838+00:00,2024-12-03 18:17:46.492012+00:00,0.0,0.0,999.0,0.0,1.0,4.0,0,True,0,0
481-1551-1521-1981-155,0.00033367,1.0,0.00033367,2025-01-17 19:10:43.671588+00:00,2025-01-17 19:10:43.671588+00:00,1.0,60000.0,2.0,30000.0,2025-01-17 17:16:31.315732+00:00,2025-01-17 19:09:45.410671+00:00,1.0,6.027566666666667,1,6.027566666666667,1,2024-12-09 23:21:37.361800+00:00,2024-12-09 23:21:37.361800+00:00,5.5611666666666664e-09,179818383.43273294,-1.9034321822222222,27096682.350825667,2.0,4.0,0,False,0,0
481-1551-1521-1981-157,0.00700677,2.0,0.003503385,2025-01-18 00:12:05.381376+00:00,2025-01-18 04:45:14.232941+00:00,1.0,900700.0006200001,11.0,81881.81823818182,2025-01-17 15:19:37.409301+00:00,2025-01-18 12:47:34.406427+00:00,2.0,637.8002866666667,1,637.8002866666667,1,2024-12-03 18:46:25.341409+00:00,2024-12-03 18:46:25.341409+00:00,7.779249467277522e-09,128547105.24535558,-8.874436687500001,136539436.85892358,3.0,14.0,0,False,0,0
481-1561-1521-1561-154,0.0,0.0,0.0,0,0,0.0,27000.0,1.0,27000.0,2025-05-08 15:19:37.268387+00:00,2025-05-08 15:19:37.268387+00:00,1.0,2454.75006,2,1227.37503,2,2024-12-06 13:28:11.164917+00:00,2024-12-06 13:28:31.914044+00:00,0.0,0.0,999.0,0.0,1.0,3.0,0,False,0,0
481-1561-1521-1571-149,0.00614695,1.0,0.00614695,2025-01-18 01:57:05.919700+00:00,2025-01-18 01:57:05.919700+00:00,1.0,249980.0,1.0,249980.0,2025-01-18 10:41:57.424639+00:00,2025-01-18 10:41:57.424639+00:00,1.0,3003.056246666667,5,600.6112493333334,3,2024-12-02 11:21:26.470415+00:00,2024-12-07 20:46:26.230217+00:00,2.458976718137451e-08,40667322.81863363,8.747640260833332,732816172.2480254,2.0,7.0,0,False,0,0
481-1561-1521-1571-151,0.0,0.0,0.0,0,0,0.0,20166.0,1.0,20166.0,2025-01-18 12:00:00.737444+00:00,2025-01-18 12:00:00.737444+00:00,1.0,92.32668666666666,1,92.32668666666666,1,2024-12-07 07:26:03.609800+00:00,2024-12-07 07:26:03.609800+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
481-1561-1521-1981-150,0.0,0.0,0.0,0,0,0.0,2869411.0,1.0,2869411.0,2025-01-18 03:00:00.546849+00:00,2025-01-18 03:00:00.546849+00:00,1.0,10.310106666666666,1,10.310106666666666,1,2024-12-09 12:05:10.084730+00:00,2024-12-09 12:05:10.084730+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
481-1561-1521-1981-153,0.00026159,1.0,0.00026159,2025-01-17 19:11:29.724459+00:00,2025-01-17 19:11:29.724459+00:00,1.0,32000.0,2.0,16000.0,2025-01-18 07:57:16.676249+00:00,2025-01-18 07:57:22.296219+00:00,1.0,115.24185333333335,2,57.620926666666676,1,2024-11-27 21:12:37.348138+00:00,2024-12-05 17:56:16.446279+00:00,8.1746875e-09,122328835.20012231,12.763042163888889,660815703.964219,2.0,5.0,0,True,0,0
481-1561-1521-1981-198,0.0,0.0,0.0,0,0,0.0,390000.0,7.0,55714.28571428572,2025-01-17 16:55:46.524158+00:00,2025-01-17 20:58:58.545900+00:00,1.0,877.8854,2,438.9427,1,2024-12-03 01:57:05.083830+00:00,2024-12-03 03:36:05.784144+00:00,0.0,0.0,999.0,0.0,1.0,9.0,0,False,0,0
481-1561-1521-1981-199,0.0,0.0,0.0,0,0,0.0,100000.0,2.0,50000.0,2025-01-18 11:47:28.384681+00:00,2025-01-18 12:24:14.804364+00:00,1.0,66.7631,1,66.7631,1,2024-11-29 12:11:45.404724+00:00,2024-11-29 12:11:45.404724+00:00,0.0,0.0,999.0,0.0,1.0,3.0,0,False,0,0
481-1571-1521-1971-1101,0.00753926,2.0,0.00376963,2025-01-17 16:43:41.658357+00:00,2025-03-12 17:01:55.621159+00:00,1.0,58904.0,2.0,29452.0,2025-01-17 16:27:06.297469+00:00,2025-01-18 03:41:13.845144+00:00,1.0,13.6751,1,13.6751,1,2024-12-04 12:48:43.142226+00:00,2024-12-04 12:48:43.142226+00:00,1.279923264973516e-07,7812968.381512244,-0.27648913555555554,2720777.636001412,2.0,5.0,0,False,0,0
481-1571-1521-1981-150,23.0,1.0,23.0,2025-01-18 09:36:04.337677+00:00,2025-01-18 09:36:04.337677+00:00,1.0,10180.0,1.0,10180.0,2025-01-18 10:56:31.601386+00:00,2025-01-18 10:56:31.601386+00:00,1.0,13.978113333333333,1,13.978113333333333,1,2024-11-29 11:34:03.216981+00:00,2024-11-29 11:34:03.216981+00:00,0.0022593320235756386,442.60869565217394,1.3409065858333333,911.6160869565217,2.0,3.0,0,False,0,0
481-1571-1521-1981-151,0.26321885,1.0,0.26321885,2025-03-12 11:41:10.146388+00:00,2025-03-12 11:41:10.146388+00:00,1.0,50022.0,1.0,50022.0,2025-03-12 12:05:50.975110+00:00,2025-03-12 12:05:50.975110+00:00,1.0,7.94908,1,7.94908,1,2025-07-18 15:29:05.501913+00:00,2025-07-18 15:29:05.501913+00:00,5.262061692855144e-06,190039.58113182243,0.41134131166666665,45299.263331634495,2.0,3.0,0,False,0,0
481-1971-1521-1561-149,0.0,0.0,0.0,0,0,0.0,10000.0,1.0,10000.0,2025-01-17 17:17:06.412423+00:00,2025-01-17 17:17:06.412423+00:00,1.0,4.795593333333334,2,2.397796666666667,2,2024-12-04 12:18:19.985429+00:00,2024-12-10 13:22:51.041662+00:00,0.0,0.0,999.0,0.0,1.0,3.0,0,True,0,0
481-1971-1521-1561-199,0.0,0.0,0.0,0,0,0.0,49000.0,1.0,49000.0,2025-01-17 15:09:36.964913+00:00,2025-01-17 15:09:36.964913+00:00,1.0,80.34284,1,80.34284,1,2024-11-28 16:15:20.705200+00:00,2024-11-28 16:15:20.705200+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
481-1971-1521-1571-198,0.00137558,1.0,0.00137558,2025-01-17 16:31:56.038283+00:00,2025-01-17 16:31:56.038283+00:00,1.0,231331.0,1.0,231331.0,2025-01-17 17:40:49.797094+00:00,2025-01-17 17:40:49.797094+00:00,1.0,211.49309333333335,1,211.49309333333335,1,2024-12-10 13:42:25.028354+00:00,2024-12-10 13:42:25.028354+00:00,5.946371217000748e-09,168169790.1975894,1.1482663363888888,230622457.43613607,2.0,3.0,0,False,0,0
481-1971-1521-1971-154,20900.0,2.0,10450.0,2025-01-18 10:23:30.391368+00:00,2025-03-12 13:29:40.143338+00:00,1.0,0.018228,3.0,0.006076000000000001,2025-01-18 10:25:45.681611+00:00,2025-03-12 16:20:08.061670+00:00,1.0,68.54967333333333,4,17.137418333333333,1,2024-12-01 16:26:09.704850+00:00,2024-12-05 05:50:14.883089+00:00,1146587.6673249945,8.721531100478469e-07,0.037580623055555554,4.919833014354067,2.0,9.0,0,True,0,0
481-1971-1521-1971-198,0.0,0.0,0.0,0,0,0.0,14020.0,1.0,14020.0,2025-01-18 10:00:07.176000+00:00,2025-01-18 10:00:07.176000+00:00,1.0,26.695833333333333,1,26.695833333333333,1,2024-12-06 13:41:08.141147+00:00,2024-12-06 13:41:08.141147+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
481-1981-1521-1561-152,0.0,0.0,0.0,0,0,0.0,50059.0,1.0,50059.0,2025-01-18 04:00:01.677147+00:00,2025-01-18 04:00:01.677147+00:00,1.0,23.30965333333333,3,7.769884444444443,1,2024-11-29 12:22:39.200936+00:00,2024-11-30 19:41:35.702459+00:00,0.0,0.0,999.0,0.0,1.0,4.0,0,True,0,0
481-1981-1521-1561-156,0.0,0.0,0.0,0,0,0.0,8000.0,1.0,8000.0,2025-03-12 17:39:06.048893+00:00,2025-03-12 17:39:06.048893+00:00,1.0,26.880786666666665,2,13.440393333333333,2,2025-03-11 17:31:50.503466+00:00,2025-03-11 17:32:14.576033+00:00,0.0,0.0,999.0,0.0,1.0,3.0,0,True,0,0
481-1981-1521-1971-150,10000.0,1.0,10000.0,2025-01-18 08:30:53.082953+00:00,2025-01-18 08:30:53.082953+00:00,1.0,0.0,0.0,0.0,0,0,0.0,166.60910666666666,5,33.32182133333333,5,2024-12-04 12:00:38.256822+00:00,2024-12-04 12:06:46.966534+00:00,999.0,0.0,999.0,24.991366,1.0,6.0,0,True,0,0
481-1981-1521-1971-152,0.0,0.0,0.0,0,0,0.0,11000.0,1.0,11000.0,2025-01-18 07:43:45.099299+00:00,2025-01-18 07:43:45.099299+00:00,1.0,56.66656,1,56.66656,1,2024-12-04 12:36:29.954811+00:00,2024-12-04 12:36:29.954811+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
481-1991-1521-1561-197,0.0,0.0,0.0,0,0,0.0,71334.0,6.0,11889.0,2025-01-17 15:49:03.660464+00:00,2025-04-01 11:22:18.261852+00:00,1.0,91.62273333333333,6,15.270455555555555,2,2024-11-29 11:51:28.962152+00:00,2024-12-10 20:03:30.229503+00:00,0.0,0.0,999.0,0.0,1.0,12.0,0,True,0,0
481-1991-1521-1571-151,0.0,0.0,0.0,0,0,0.0,98194.0,1.0,98194.0,2025-03-12 11:22:20.794364+00:00,2025-03-12 11:22:20.794364+00:00,1.0,67.38771333333334,1,67.38771333333334,1,2024-12-07 21:21:14.028802+00:00,2024-12-07 21:21:14.028802+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
481-1991-1521-1981-1101,45.0,2.0,22.5,2025-03-12 11:42:56.005291+00:00,2025-03-12 15:50:56.774272+00:00,1.0,45000.0,2.0,22500.0,2025-03-12 15:05:45.624294+00:00,2025-05-08 15:19:45.598773+00:00,1.0,154.95410666666666,3,51.65136888888889,1,2024-11-29 11:45:34.045485+00:00,2024-12-11 07:50:10.431470+00:00,0.001,1000.0,3.3804497230555555,5165.136888888889,2.0,7.0,0,True,0,0
491-11001-1521-1571-150,424150.0,1.0,424150.0,2025-01-17 17:34:17.695796+00:00,2025-01-17 17:34:17.695796+00:00,1.0,26.68,1.0,26.68,2025-01-18 11:45:42.342826+00:00,2025-01-18 11:45:42.342826+00:00,1.0,8.924673333333335,2,4.462336666666667,2,2024-12-08 17:11:49.642871+00:00,2024-12-08 17:11:59.165625+00:00,15897.67616191904,6.290227513851232e-05,18.190179730555556,0.03156197100082519,2.0,4.0,0,True,0,0
491-11001-1521-1571-156,0.0,0.0,0.0,0,0,0.0,60000.0,2.0,30000.0,2025-01-18 07:40:03.949989+00:00,2025-01-18 07:41:34.181320+00:00,1.0,93.29654666666667,1,93.29654666666667,1,2024-12-01 16:03:00.389706+00:00,2024-12-01 16:03:00.389706+00:00,0.0,0.0,999.0,0.0,1.0,3.0,0,False,0,0
491-11001-1521-1971-149,0.0002386,1.0,0.0002386,2025-01-17 19:25:51.978306+00:00,2025-01-17 19:25:51.978306+00:00,1.0,26400.0,2.0,13200.0,2025-01-17 18:26:30.274877+00:00,2025-01-18 11:29:47.752136+00:00,1.0,14.665726666666666,1,14.665726666666666,1,2024-11-30 18:43:03.570181+00:00,2024-11-30 18:43:03.570181+00:00,9.037878787878787e-09,110645431.68482816,-0.9893620636111111,92198616.93210393,2.0,4.0,0,False,0,0
491-11001-1521-1971-153,0.0,0.0,0.0,0,0,0.0,57.0,1.0,57.0,2025-01-18 08:38:53.637236+00:00,2025-01-18 08:38:53.637236+00:00,1.0,585.057,1,585.057,1,2024-12-10 00:03:05.710953+00:00,2024-12-10 00:03:05.710953+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
491-11001-1521-1981-151,0.0,0.0,0.0,0,0,0.0,300000.0,1.0,300000.0,2025-01-17 20:21:31.115368+00:00,2025-01-17 20:21:31.115368+00:00,1.0,4929.556006666667,1,4929.556006666667,1,2024-11-30 06:09:27.910001+00:00,2024-11-30 06:09:27.910001+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
491-11001-1521-1981-152,0.0,0.0,0.0,0,0,0.0,50000.0,5.0,10000.0,2025-03-12 11:44:49.353871+00:00,2025-04-01 12:24:07.849206+00:00,1.0,31.991573333333335,3,10.663857777777778,2,2024-12-09 12:06:03.182343+00:00,2025-03-11 17:35:30.555858+00:00,0.0,0.0,999.0,0.0,1.0,8.0,0,True,0,0
491-11001-1521-1981-156,0.0,0.0,0.0,0,0,0.0,79929.0,3.0,26643.0,2025-01-18 10:10:11.825453+00:00,2025-03-12 12:23:25.857644+00:00,1.0,3.960706666666667,1,3.960706666666667,1,2024-11-30 18:48:40.610449+00:00,2024-11-30 18:48:40.610449+00:00,0.0,0.0,999.0,0.0,1.0,4.0,0,False,0,0
491-11011-1521-1561-1102,0.0,0.0,0.0,0,0,0.0,10.0,1.0,10.0,2025-03-12 15:21:50.524508+00:00,2025-03-12 15:21:50.524508+00:00,1.0,1.7948733333333333,1,1.7948733333333333,1,2024-12-02 11:37:00.702717+00:00,2024-12-02 11:37:00.702717+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
491-11011-1521-1561-149,0.0,0.0,0.0,0,0,0.0,27987.0,1.0,27987.0,2025-01-18 09:16:45.134146+00:00,2025-01-18 09:16:45.134146+00:00,1.0,533.2647133333332,1,533.2647133333332,1,2024-12-02 11:44:53.091554+00:00,2024-12-02 11:44:53.091554+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
491-11011-1521-1561-152,0.00027029,1.0,0.00027029,2025-01-18 05:23:25.706794+00:00,2025-01-18 05:23:25.706794+00:00,1.0,44925.0,1.0,44925.0,2025-01-18 09:30:28.195365+00:00,2025-01-18 09:30:28.195365+00:00,1.0,51.868546666666674,1,51.868546666666674,1,2024-12-05 17:59:47.777634+00:00,2024-12-05 17:59:47.777634+00:00,6.0164718976071234e-09,166210366.64323503,4.117357936388889,287849420.9922676,2.0,3.0,0,False,0,0
491-11011-1521-1571-1101,0.0,0.0,0.0,0,0,0.0,79700.0,8.0,9962.5,2025-01-17 15:42:41.214969+00:00,2025-01-18 11:57:13.790875+00:00,1.0,283.0000866666667,1,283.0000866666667,1,2024-11-27 21:11:51.755805+00:00,2024-11-27 21:11:51.755805+00:00,0.0,0.0,999.0,0.0,1.0,9.0,0,False,0,0
491-11021-1521-1561-148,2.231267,1.0,2.231267,2025-01-17 16:21:21.546713+00:00,2025-01-17 16:21:21.546713+00:00,1.0,11433.0,1.0,11433.0,2025-01-17 18:09:17.812829+00:00,2025-01-17 18:09:17.812829+00:00,1.0,25.26894,1,25.26894,1,2024-12-03 18:16:10.249009+00:00,2024-12-03 18:16:10.249009+00:00,0.00019516023790781072,5123.994573486723,1.79896281,16987.393261317447,2.0,3.0,0,False,0,0
491-11021-1521-1561-151,51.631875,1.0,51.631875,2025-01-17 18:40:54.488506+00:00,2025-01-17 18:40:54.488506+00:00,1.0,0.0,0.0,0.0,0,0,0.0,24.04524,2,12.02262,1,2024-12-03 18:39:03.875979+00:00,2024-12-06 12:53:54.715683+00:00,999.0,0.0,999.0,698.5580128554309,1.0,3.0,0,True,0,0
491-11021-1521-1571-1100,7.44719715,3.0,2.48239905,2025-01-17 15:42:11.434183+00:00,2025-01-18 08:28:35.353139+00:00,2.0,166939.0,9.0,18548.777777777777,2025-01-17 15:54:16.066136+00:00,2025-01-18 10:30:54.784840+00:00,1.0,127.48336666666667,2,63.741683333333334,1,2024-11-28 16:11:37.293124+00:00,2024-12-04 12:10:42.998409+00:00,4.461028968665201e-05,22416.35297650204,0.2012866536111111,25677.45235534687,3.0,14.0,0,True,0,0
491-11021-1521-1571-199,0.00029498,1.0,0.00029498,2025-01-18 01:46:57.403249+00:00,2025-01-18 01:46:57.403249+00:00,1.0,30812.0,3.0,10270.666666666666,2025-01-17 18:14:55.363646+00:00,2025-01-18 12:47:27.120513+00:00,1.0,25.089566666666663,4,6.272391666666666,1,2024-11-28 16:22:06.446811+00:00,2024-12-10 13:39:47.816391+00:00,9.573542775541998e-09,104454539.29079936,-7.533899889722223,127582717.47237098,2.0,8.0,0,True,0,0
491-11021-1521-1971-156,0.0,0.0,0.0,0,0,0.0,130000.0,6.0,21666.666666666668,2025-01-17 15:52:37.911721+00:00,2025-01-18 08:13:46.736696+00:00,1.0,491.7365533333333,7,70.24807904761904,3,2024-11-30 19:13:52.956701+00:00,2024-12-05 04:24:33.319854+00:00,0.0,0.0,999.0,0.0,1.0,13.0,0,True,0,0
491-11021-1521-1971-198,0.2984655,1.0,0.2984655,2025-01-18 00:23:00.784110+00:00,2025-01-18 00:23:00.784110+00:00,1.0,105153.0,1.0,105153.0,2025-01-18 00:31:21.658828+00:00,2025-01-18 00:31:21.658828+00:00,1.0,21.757513333333332,1,21.757513333333332,1,2024-12-07 07:34:43.703497+00:00,2024-12-07 07:34:43.703497+00:00,2.8383926278850815e-06,352312.0762701217,0.1391318661111111,109346.87593708484,2.0,3.0,0,False,0,0
491-11021-1521-1981-1101,0.00108683,1.0,0.00108683,2025-01-17 17:55:09.828644+00:00,2025-01-17 17:55:09.828644+00:00,1.0,181985.0,1.0,181985.0,2025-01-17 18:18:59.186993+00:00,2025-01-17 18:18:59.186993+00:00,1.0,155.7757,1,155.7757,1,2024-12-11 13:15:51.583358+00:00,2024-12-11 13:15:51.583358+00:00,5.972085611451493e-09,167445690.67839497,0.39704398583333333,214995491.47520772,2.0,3.0,0,False,0,0
491-11021-1521-1981-197,0.0,0.0,0.0,0,0,0.0,1800000.0,1.0,1800000.0,2025-03-12 15:13:39.291199+00:00,2025-03-12 15:13:39.291199+00:00,1.0,8.61632,1,8.61632,1,2024-12-05 05:43:19.792028+00:00,2024-12-05 05:43:19.792028+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
491-1481-1521-1561-156,0.0,0.0,0.0,0,0,0.0,100000.0,2.0,50000.0,2025-01-17 22:13:29.126357+00:00,2025-01-18 08:33:41.615200+00:00,1.0,107.89533333333334,1,107.89533333333334,1,2024-12-10 13:36:53.412527+00:00,2024-12-10 13:36:53.412527+00:00,0.0,0.0,999.0,0.0,1.0,3.0,0,False,0,0
491-1481-1521-1571-156,0.0,0.0,0.0,0,0,0.0,10000.0,1.0,10000.0,2025-03-12 17:14:46.477763+00:00,2025-03-12 17:14:46.477763+00:00,1.0,10.000313333333333,1,10.000313333333333,1,2024-12-02 11:38:35.202172+00:00,2024-12-02 11:38:35.202172+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
491-1481-1521-1571-197,0.00213,1.0,0.00213,2025-01-18 07:53:24.302904+00:00,2025-01-18 07:53:24.302904+00:00,1.0,2391.0,1.0,2391.0,2025-01-18 08:00:26.586722+00:00,2025-01-18 08:00:26.586722+00:00,1.0,0.96524,1,0.96524,1,2024-12-06 12:58:46.398561+00:00,2024-12-06 12:58:46.398561+00:00,8.90840652446675e-07,1122535.2112676057,0.11730106055555556,679746.4788732395,2.0,3.0,0,False,0,0
491-1481-1521-1981-1100,14.0,1.0,14.0,2025-01-18 07:03:09.935528+00:00,2025-01-18 07:03:09.935528+00:00,1.0,5449.0,1.0,5449.0,2025-01-18 07:21:13.285295+00:00,2025-01-18 07:21:13.285295+00:00,1.0,8.055193333333333,2,4.027596666666667,1,2024-11-28 16:09:29.149574+00:00,2024-12-11 15:02:33.707628+00:00,0.002569278766746192,389.2142857142857,0.3009304908333333,863.0564285714285,2.0,4.0,0,True,0,0
491-1491-1521-1561-151,0.03388058,1.0,0.03388058,2025-03-12 14:29:49.759644+00:00,2025-03-12 14:29:49.759644+00:00,1.0,239156.0,6.0,39859.333333333336,2025-01-17 20:01:24.565618+00:00,2025-03-12 17:13:40.297332+00:00,1.0,7.6517333333333335,3,2.550577777777778,2,2024-12-04 12:19:08.931669+00:00,2024-12-10 13:35:30.477942+00:00,1.416672799344361e-07,7058792.972257264,-1290.4736650072223,338766.33753023116,2.0,10.0,0,True,0,0
491-1491-1521-1561-152,0.0,0.0,0.0,0,0,0.0,15618.0,1.0,15618.0,2025-03-12 13:00:01.904303+00:00,2025-03-12 13:00:01.904303+00:00,1.0,90.1265,2,45.06325,1,2024-11-28 16:28:31.976796+00:00,2024-11-29 11:29:24.798410+00:00,0.0,0.0,999.0,0.0,1.0,3.0,0,True,0,0
491-1491-1521-1981-153,0.0084902,2.0,0.0042451,2025-01-17 16:44:27.489956+00:00,2025-03-12 16:24:37.674677+00:00,1.0,1320000.0,10.0,132000.0,2025-01-17 16:48:46.898049+00:00,2025-03-12 17:34:38.676631+00:00,1.0,138.65423333333334,1,138.65423333333334,1,2024-12-01 16:43:22.952129+00:00,2024-12-01 16:43:22.952129+00:00,6.431969696969697e-09,155473369.29636523,0.07205780361111111,24496637.29947469,2.0,13.0,0,False,0,0
491-1491-1521-1981-156,33.895114,3.0,11.298371333333334,2025-01-17 15:39:58.389005+00:00,2025-03-12 14:31:00.669535+00:00,1.0,54516.0,3.0,18172.0,2025-01-17 17:03:42.128130+00:00,2025-03-12 14:41:38.832042+00:00,1.0,3.3499266666666667,1,3.3499266666666667,1,2024-12-07 21:44:45.769286+00:00,2024-12-07 21:44:45.769286+00:00,0.0006217461662631154,1608.3734074474569,1.3954830902777777,148.2482106418052,2.0,7.0,0,False,0,0
491-1501-1521-1561-150,0.0,0.0,0.0,0,0,0.0,50000.0,1.0,50000.0,2025-03-12 11:52:55.553665+00:00,2025-03-12 11:52:55.553665+00:00,1.0,210.9674,1,210.9674,1,2024-12-03 18:03:39.687733+00:00,2024-12-03 18:03:39.687733+00:00,0.0,0.0,999.0,0.0,1.0,2.0,0,False,0,0
491-1501-1521-1561-157,0.0,0.0,0.0,0,0,0.0,245000.0,4.0,61250.0,2025-03-12 11:31:34.101521+00:00,2025-03-12 23:44:08.827411+00:00,1.0,63.75602666666667,3,21.25200888888889,2,2024-11-30 06:21:55.861759+00:00,2024-12-03 18:32:15.361986+00:00,0.0,0.0,999.0,0.0,1.0,7.0,0,True,0,0
491-1501-1521-1571-157,0.0,0.0,0.0,0,0,0.0,31700.0,3.0,10566.666666666666,2025-01-17 19:18:27.118619+00:00,2025-04-01 11:18:13.083319+00:00,1.0,6.5985,2,3.29925,1,2024-12-06 13:26:30.320565+00:00,2024-12-07 20:44:25.154454+00:00,0.0,0.0,999.0,0.0,1.0,5.0,0,True,0,0
491-1511-1521-1561-1100,0.0,0.0,0.0,0,0,0.0,226100.0,8.0,28262.5,2025-01-17 15:07:32.090292+00:00,2025-01-18 06:59:09.084176+00:00,1.0,66.66014666666666,1,66.66014666666666,1,2024-11-28 16:00:10.453253+00:00,2024-11-28 16:00:10.453253+00:00,0.0,0.0,999.0,0.0,1.0,9.0,0,False,0,0
491-1511-1521-1561-157,140.07,4.0,35.0175,2025-01-17 23:46:21.871959+00:00,2025-01-17 23:48:55.750704+00:00,4.0,0.0,0.0,0.0,0,0,0.0,113.89314666666667,2,56.94657333333333,2,2024-11-27 21:03:40.125936+00:00,2024-12-05 17:48:57.996921+00:00,999.0,0.0,999.0,1219.6738773470408,4.0,6.0,0,True,0,0
491-1511-1521-1971-197,0.0,0.0,0.0,0,0,0.0,19898.0,2.0,9949.0,2025-01-17 17:37:56.265095+00:00,2025-01-18 11:12:01.308578+00:00,1.0,6.670306666666666,1,6.670306666666666,1,2024-12-11 13:18:26.822294+00:00,2024-12-11 13:18:26.822294+00:00,0.0,0.0,999.0,0.0,1.0,3.0,0,False,0,0
